,HG00096,HG00097,HG00099,HG00100,HG00101,HG00102,HG00103,HG00104,HG00106,HG00108,HG00109,HG00110,HG00111,HG00112,HG00114,HG00116,HG00117,HG00118,HG00119,HG00120,HG00121,HG00122,HG00123,HG00124,HG00125,HG00126,HG00127,HG00128,HG00129,HG00130,HG00131,HG00133,HG00134,HG00135,HG00136,HG00137,HG00138,HG00139,HG00141,HG00142,HG00143,HG00146,HG00148,HG00149,HG00150,HG00151,HG00152,HG00154,HG00155,HG00156,HG00158,HG00159,HG00160,HG00171,HG00173,HG00174,HG00176,HG00177,HG00178,HG00179,HG00180,HG00182,HG00183,HG00185,HG00186,HG00187,HG00188,HG00189,HG00231,HG00232,HG00233,HG00234,HG00235,HG00236,HG00238,HG00239,HG00240,HG00242,HG00243,HG00244,HG00245,HG00246,HG00247,HG00249,HG00250,HG00251,HG00252,HG00253,HG00255,HG00256,HG00257,HG00258,HG00259,HG00260,HG00261,HG00262,HG00263,HG00264,HG00265,HG00266,HG00267,HG00268,HG00269,HG00271,HG00272,HG00273,HG00274,HG00275,HG00276,HG00277,HG00278,HG00280,HG00281,HG00282,HG00284,HG00285,HG00306,HG00309,HG00310,HG00311,HG00312,HG00313,HG00315,HG00319,HG00320,HG00321,HG00323,HG00324,HG00325,HG00326,HG00327,HG00328,HG00329,HG00330,HG00331,HG00332,HG00334,HG00335,HG00336,HG00337,HG00338,HG00339,HG00341,HG00342,HG00343,HG00344,HG00345,HG00346,HG00349,HG00350,HG00351,HG00353,HG00355,HG00356,HG00358,HG00359,HG00360,HG00361,HG00362,HG00364,HG00366,HG00367,HG00369,HG00372,HG00373,HG00375,HG00376,HG00377,HG00378,HG00381,HG00382,HG00383,HG00384,HG01334,NA06984,NA06986,NA06989,NA06994,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11843,NA11892,NA11893,NA11894,NA11920,NA11930,NA11931,NA11992,NA11993,NA11994,NA11995,NA12004,NA12006,NA12043,NA12044,NA12045,NA12058,NA12144,NA12154,NA12155,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12489,NA12546,NA12716,NA12717,NA12718,NA12749,NA12750,NA12751,NA12761,NA12763,NA12775,NA12777,NA12778,NA12812,NA12814,NA12815,NA12827,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12889,NA12890,NA18486,NA18487,NA18489,NA18498,NA18499,NA18502,NA18505,NA18508,NA18510,NA18511,NA18517,NA18519,NA18520,NA18858,NA18861,NA18867,NA18868,NA18870,NA18873,NA18907,NA18908,NA18909,NA18910,NA18912,NA18916,NA18917,NA18923,NA18933,NA18934,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19146,NA19147,NA19149,NA19150,NA19152,NA19160,NA19171,NA19172,NA19175,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19204,NA19207,NA19209,NA19213,NA19222,NA19223,NA19225,NA19235,NA19236,NA19247,NA19248,NA19256,NA19257,NA20502,NA20503,NA20504,NA20505,NA20506,NA20507,NA20508,NA20509,NA20510,NA20512,NA20513,NA20515,NA20516,NA20517,NA20518,NA20519,NA20520,NA20521,NA20524,NA20525,NA20527,NA20528,NA20529,NA20530,NA20531,NA20532,NA20534,NA20535,NA20536,NA20537,NA20538,NA20539,NA20540,NA20541,NA20542,NA20543,NA20544,NA20581,NA20582,NA20585,NA20586,NA20588,NA20589,NA20752,NA20754,NA20756,NA20757,NA20758,NA20759,NA20760,NA20761,NA20765,NA20766,NA20768,NA20769,NA20770,NA20771,NA20772,NA20773,NA20774,NA20778,NA20783,NA20785,NA20786,NA20787,NA20790,NA20792,NA20795,NA20796,NA20797,NA20798,NA20799,NA20800,NA20801,NA20802,NA20803,NA20804,NA20805,NA20806,NA20807,NA20808,NA20809,NA20810,NA20811,NA20812,NA20813,NA20814,NA20815,NA20816,NA20819,NA20826,NA20828
grk4,1.0908203125,,,,0.03326416015625,0.75341796875,,,,,,,0.1761474609375,0.89599609375,,,,,,,,,,,,,1.0673828125,,,,,,,,,,,,0.46875,,,,,,,,,,,0.309814453125,0.982421875,,,,,,,,,,0.64306640625,0.2027587890625,,,,,,,,,,,,,,,1.0888671875,,,0.34716796875,,0.6826171875,0.408447265625,,,,,0.75537109375,,,0.2490234375,,,,,,,1.6064453125,,,,,,0.97265625,,0.380859375,,,,,,,,1.5703125,,,,,,,0.51953125,,,,,0.10247802734375,,,0.54443359375,,,0.55712890625,,,,-0.383056640625,,,,,,,,,,,,,,,0.927734375,,,,,,0.6318359375,,,,1.4140625,,,0.31689453125,,,,0.87548828125,,,,,,,,,,,0.83447265625,0.806640625,,,,,,,,1.205078125,,0.42626953125,,,,,,,,,,-0.072509765625,0.3427734375,,,,,,,0.58203125,,,,,,,,,0.4970703125,,,,,,,,0.51513671875,-0.0394287109375,0.4609375,,,,0.77734375,,,,,,,1.6171875,,,0.89111328125,0.65283203125,,,,,,0.26220703125,,,0.76416015625,,0.60546875,,,,,,,,,,,,0.51318359375,,,,1.0546875,0.465576171875,,-4.16796875,,,,,,,,,,,,,,,,,,,,,0.81494140625,,,0.5517578125,,,0.4951171875,,,0.1453857421875,,,1.66796875,,,,0.91748046875,,,,0.12139892578125,0.7109375,,0.56787109375,,,,,,,,,,,,,,,,,,,,0.9140625,,,,0.626953125,,,,,,,,,0.5419921875,,,,,,,0.495361328125,,0.71337890625,,,,0.59033203125,,,,,,,,0.6640625,,,0.67041015625,,,,,,,,,,,,,0.005580902099609375,,0.5234375,,,,,,,,,,,,0.232666015625,,,0.4853515625,,,,,,,,,,,,,,,0.57568359375,1.212890625,,0.60498046875
grm8,-2.109375,-1.60546875,,,,-0.6787109375,,,-1.322265625,-0.497314453125,,,,,,,,-1.5654296875,,,,,,-1.2607421875,,,,,,,,,-0.042144775390625,,,,,,,,,,,,,-1.2666015625,,,,,,-1.5498046875,-0.921875,,,-0.7216796875,,,,,,,,,,-1.333984375,,,,,-1.9423828125,,,-2.060546875,,,,,,,,-0.7666015625,,,,,,-1.2001953125,,,,,,,,,,,,-1.9208984375,,,,,,,,,,,-0.77880859375,,,,,0.1148681640625,,0.42822265625,,-0.61865234375,,,0.1251220703125,,,,0.374755859375,,,,,,,,,-1.001953125,,,,,,,,-0.14013671875,,,,,,0.08563232421875,,,,,,,,,,-0.09375,,,-0.7568359375,,,,,,,,,,,,,,-2.22265625,,,,,,,,,,,,0.021575927734375,,,-0.387939453125,-0.8642578125,-2.20703125,,,,,0.059417724609375,,,,,,,,,-0.6474609375,-0.58447265625,,,,,,,,,,,-0.28125,,,,,,-0.64599609375,,-0.7080078125,-1.818359375,-1.7470703125,,,,,,,-1.0830078125,,-0.6298828125,,-2.255859375,,,,-1.505859375,,,0.1160888671875,,,,,-1.5400390625,,,,,-2.560546875,,-0.4794921875,,,,,,,,,,-1.6689453125,-0.2744140625,-1.416015625,,,,,,,-0.25390625,,,,,,-0.53662109375,,,,,-0.6728515625,,,,,-1.111328125,,,,-1.3466796875,,,,,,,,,,,,,,,,-1.392578125,,,,,,,,,,,,-0.472900390625,,,,,,,,-0.7529296875,-2.181640625,,-0.221923828125,,,-1.2314453125,-1.001953125,,,,,,,,,,,,-1.1357421875,,,,,,,,,,,,,0.384521484375,-0.74462890625,,,-1.0869140625,,,,,,,,,,,,,,,,-0.482177734375,,-1.744140625,,,,-1.1015625,,,,,,,-0.65478515625,0.467529296875,,,,,,,,,,,-0.356201171875,,-0.732421875,,,,-0.1240234375,,,
grpel1,,,,3.767578125,,,,,3.7265625,,,,3.783203125,,,3.927734375,,,,,,,3.859375,,,,,,,,,,,,,3.7890625,,,,,3.587890625,,3.64453125,,,,,3.837890625,3.24609375,,,3.501953125,,,,,,,,,,,,,3.673828125,,3.837890625,,,,3.802734375,,,,,3.658203125,,,,3.705078125,,,,3.623046875,,,,,,,3.509765625,,3.701171875,,,,,,,,,,,,,,,,,,,,,,,,3.625,,,,,,,,,3.666015625,,,,,,,,,3.884765625,,3.626953125,3.689453125,,,,3.65625,3.78515625,,,,,,,,3.58984375,3.5625,,,,3.830078125,,,,3.744140625,,,,,,,,,,,3.63671875,,,,3.759765625,3.8984375,,,,,,,,,,,3.58984375,,,3.619140625,,,,,,,3.583984375,,,,,,,,,,3.693359375,,,,,,,,,,3.681640625,,,3.833984375,,,3.75,,3.720703125,,,,,3.77734375,,,,,,,3.390625,,,,,,,3.671875,,,,,,3.576171875,,,3.748046875,3.623046875,,,,3.705078125,,,3.77734375,,3.947265625,,,,,,,,,,,,,,3.76171875,3.912109375,,,,,,,,,,,,3.984375,,,,,,,3.720703125,,,,,,3.806640625,,,,,,,3.59375,,,,,,,,,,,,,,,,,3.9375,,,3.693359375,,,,,3.5859375,,,,,,,,,,,3.716796875,,,,3.755859375,,,,,3.3515625,,,3.728515625,3.576171875,,,3.8125,,,,,,,,,3.96875,,,,,,,,,,,3.8671875,3.380859375,,,,,,,,,3.65625,4.078125,,3.712890625,3.76953125,,,,,,,,,,,,,3.564453125,,,3.876953125,3.7421875,,,3.8515625,,3.7421875,,,
grpel2,1.7587890625,,,,,,1.9072265625,,,,,,1.841796875,,,1.7109375,,,,,,,,,,1.5888671875,,,,1.833984375,,,1.7080078125,,,1.8095703125,1.6787109375,,,,,,1.7099609375,,,,,1.8310546875,,,,,1.6923828125,,,,,,,,,,1.8798828125,,,,,1.91015625,1.69140625,2.001953125,,,,,1.92578125,,1.8173828125,,,1.9365234375,,,,,,,,,1.8291015625,1.755859375,,1.7373046875,,,1.6533203125,,,,,,,,,1.8037109375,,,,,,,,,1.7919921875,,,1.923828125,,,,,1.765625,,,1.771484375,,,2.3203125,1.7119140625,,2.16796875,,,,,,,,,1.697265625,,,,,,,,,,,2.00390625,1.724609375,,,,,,,,,,,,,,,,,,,,,1.83984375,,,,,,,,,,1.65625,,,,1.8603515625,1.65625,,1.82421875,,1.892578125,,,,,,,,,,,1.9306640625,,,,,,,1.7470703125,,,1.548828125,,,,,,,2.015625,,,,,,1.8369140625,,,,1.861328125,,1.939453125,,,1.72265625,,1.712890625,,,,1.8671875,,,,,,,1.919921875,1.7275390625,,,,,,,1.6494140625,,,,,,,,2.130859375,,,,,,,,,2.1171875,1.85546875,,,,,,,,,1.806640625,1.9345703125,,,,,,,,,,,,,,,,1.8564453125,,1.8203125,,1.75390625,,,,,,,,1.9609375,,,1.8330078125,,,,,,,,,,,,,,,,,,,,,,1.7646484375,,1.8525390625,1.857421875,,,,,,,1.763671875,1.9462890625,,1.7998046875,,,,,,,,,,,,,,,,1.5966796875,,,,,,,,,,,,,,,,1.8095703125,,,,,,,,1.7353515625,,,1.67578125,,,,,,,,,1.6025390625,,,,,,,,1.7392578125,,1.7646484375,,,1.9970703125,,,,,,,
grtp1,,,-1.71875,-2.080078125,-1.1923828125,,,,-1.646484375,,,,,,-2.724609375,-1.478515625,,,-1.1572265625,,-2.861328125,,,,,-0.95361328125,,,-0.58740234375,,,,,,,,,,-1.748046875,,,,,-0.95361328125,-1.23046875,-0.7353515625,,-1.8408203125,,,,,-1.955078125,,,,,,,,-0.796875,,,,,,,,,,-1.072265625,,-0.9599609375,,,,,,,,,,-1.0205078125,,-0.448974609375,,,-1.1650390625,,,,,,,,,,,,,,,,,,,,,,,-0.66259765625,,-1.8076171875,,,,,-1.4599609375,-1.2109375,,,,,,-2.02734375,-1.0654296875,,-1.498046875,,-1.42578125,,,-0.60791015625,,-1.7724609375,,,,,,,,-1.791015625,-1.1591796875,,,,,-1.5810546875,,,,,,,-1.794921875,,,,,,,-1.6728515625,,-1.4990234375,,,-1.17578125,,,,,,,-0.65283203125,,,,,,,,-3.1015625,,,-1.8896484375,,,,,,,-1.7314453125,,,,,,,,,,-1.7001953125,,,,,,,,,,,,,,,,,,,,-1.310546875,,,,,,,,,,,,,,,,,,,,,,,,,-1.9248046875,,,,,,,-1.650390625,-1.4658203125,-0.93359375,,,,,,,-1.892578125,,,,,-0.1864013671875,,,-0.6162109375,,-1.61328125,,,,,,-0.93994140625,-1.408203125,,,,,,,,-1.2958984375,,-2.5078125,,,,,-1.6396484375,-0.405517578125,,,,-3.505859375,,,-1.9365234375,,,,,,,,,,-2.654296875,,,,,-1.1513671875,,-1.134765625,-1.1796875,,,,,,-1.1796875,,,-1.603515625,,,,,,,,,,,,,,,,,,-1.5908203125,-1.2666015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.037109375,,,-2.205078125,,,,-1.8046875,,,,,,,,,-1.814453125,,,,,,,,,,,,,,,,,,-1.115234375,,-1.9296875,-0.63623046875,,,,-0.6865234375
gs1-124k5.4,,,0.220703125,,,,,,,,1.0791015625,,,,0.95361328125,,,,0.7490234375,0.81787109375,,,,,,,,,,0.64111328125,,0.484619140625,,,,,0.380126953125,,,,,,,0.459228515625,,,,,-0.275146484375,,0.26953125,,,,,,,,,,-0.08514404296875,,0.01465606689453125,,0.78662109375,,,,,,,,0.70654296875,,,,,,0.5634765625,,,0.169677734375,,0.39599609375,,,0.646484375,,,,0.73779296875,,,,0.96484375,,,,0.198486328125,,,,,,,,,,,,,,,,,,0.9716796875,,,,0.10516357421875,,,,0.66259765625,,,,,,,,,,,1.0556640625,,0.48681640625,,,,,,,0.320556640625,,,,,,,,,,,,0.251220703125,,,,,,,,,,0.64404296875,,,,,,0.666015625,,,,,,,,,,0.04840087890625,,,0.4814453125,,,,0.677734375,,,,-0.255859375,,,,,,,,,0.1341552734375,0.68115234375,0.497314453125,,,,,0.2169189453125,,,0.5078125,,,0.29345703125,,,,0.5263671875,,,,,,,,,,0.52294921875,,-0.33642578125,,,,,,,,,,,0.63623046875,0.415771484375,,,,,,,0.268798828125,,,,,,,,-0.274658203125,,,,,0.423828125,-0.0041046142578125,,,,,,0.7705078125,,,,,,,,,,,,,,0.16259765625,,,,,0.2257080078125,,,,,,,,,,0.65478515625,,,,,,,,,,,,,,,,,0.61474609375,0.370361328125,,,,0.132568359375,,0.2490234375,,0.2437744140625,,-0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,0.69677734375,,0.9697265625,,1.080078125,,,,,,,,,,0.53173828125,0.447021484375,,,,,,0.394775390625,,,,,0.53857421875,,,,,0.396728515625,,,,,,,,,,0.2998046875,,,,,,,0.466796875,0.85986328125,0.830078125,,,0.67236328125,,0.92724609375,,,0.01898193359375,,0.69580078125,,0.77099609375,,,,,,
gsap,2.18359375,,,,,,,,,1.59375,,,1.6591796875,,,,,,,,,,,,1.5361328125,,,,,,,,,1.8916015625,1.49609375,,1.529296875,,,1.8173828125,,1.5615234375,,,,,,2.15625,,,,,,,,,,,1.7265625,,,,2.955078125,,,,,,,1.0712890625,1.3740234375,,2.37109375,,,1.62109375,,,,1.5986328125,,,,,,1.55859375,,,,,,,,,,1.5947265625,,,,,,,,,1.9677734375,,,,,,,,,,,,1.556640625,,2.130859375,,,,,,,2.185546875,,2.306640625,,,,2.037109375,,,,,,1.8203125,,,2.4765625,1.9384765625,,,,2.078125,2.283203125,,,,,,2.240234375,,,,,,,,,,,,,,,,,1.544921875,,,,,,,,,-0.1514892578125,,,2.353515625,,,,,,,,,,1.29296875,1.8623046875,2.205078125,1.7734375,,,0.123779296875,,,,,,,1.0791015625,,,,,,,,-0.1292724609375,,,,,,,,2.0390625,1.29296875,,,,,,,,,,0.47509765625,-0.0543212890625,,,,,2.48046875,2.052734375,,,1.7646484375,,,2.271484375,,0.81103515625,-0.159912109375,,,,,,,,,2.162109375,,1.544921875,,,,,1.7431640625,,,,,,,1.306640625,,,,,,,,,,,2.310546875,1.775390625,,,,,,,,,,,,2.435546875,1.7998046875,1.251953125,,,,,,,,,,,,,,,,,,,2.015625,,,2.0703125,1.458984375,,,,,,,,,,,,,,1.939453125,1.4814453125,,1.3935546875,,,,,,,,,,,,2.0546875,,,,,,,,,1.673828125,,,,,,,,1.7578125,,2.4453125,,,,,,,,,,,,,,,,,1.583984375,1.9765625,,,1.49609375,,,,2.318359375,,,,,,,,,,1.671875,1.64453125,,,,,,,,,,,,,,2.4609375,,,
gsdmb,2.859375,,,,,,2.66015625,,,,,,,2.650390625,,2.97265625,,2.498046875,,,,,,2.318359375,,,,,,,,,,,,,3.6875,,,,,,,,,1.8916015625,,2.123046875,3.2421875,,2.6875,,,,,,2.91796875,,,,,2.87109375,,,,2.37109375,,,,,2.861328125,,,,2.52734375,2.423828125,,,,,,,2.89453125,,,,,,,,2.349609375,,,,,,,2.947265625,,,3.142578125,,,,,,,2.5078125,,,2.458984375,,,,2.34765625,,,,,,,2.97265625,,2.2421875,,,,,,,,,,,2.318359375,,2.6875,,,,,,,,,,2.837890625,2.490234375,,,,,,,,,,,,,,,,,2.771484375,,,,,,,,,,,,,2.470703125,,,,2.98828125,,,,,,,,2.83984375,,,,,,2.31640625,,,,,,,2.09765625,,,,,,,,,,,3.23828125,,,,,,,,,,,,,1.9697265625,,,,,,,,,,,,,,,,,,,2.857421875,2.47265625,2.736328125,,,,,,,,,,2.51953125,,,,,,,,,2.173828125,,,,,,2.72265625,,,,,,,,3.712890625,,,2.37890625,,,,,,2.27734375,,,,,2.802734375,,,,3.431640625,,,,,,,,,,,2.720703125,,2.47265625,,,,,2.607421875,,,,,,,,,,,,,2.458984375,,2.85546875,2.560546875,,2.58984375,2.765625,,,,,2.060546875,,,,,2.3046875,2.951171875,2.404296875,2.69921875,,,,2.4453125,,,,,,,3.130859375,,,,,2.609375,,,,,,2.5859375,,,1.8701171875,,2.716796875,,2.8984375,,2.521484375,,,1.9638671875,,2.90234375,,,,2.962890625,,,2.55859375,,,,,,,2.140625,,,,,,,,,,,2.546875,,,,,,,,,2.6171875,,
gsdmd,,,,3.798828125,,,,,,,,3.390625,,,,,3.404296875,,,,3.314453125,,,3.02734375,,,,,,,,,,,,,3.66796875,3.255859375,,,,,3.25390625,,,,,,,,3.498046875,,,,,,,,,3.388671875,,,,,,,,,3.740234375,,3.681640625,,,,,,,,,,,,3.48828125,,,,,,,3.55078125,,,,,,,3.44140625,,,3.583984375,,,3.494140625,,,,,,,,3.25390625,,,,3.490234375,,3.708984375,,,,3.447265625,,,,,,3.671875,,,3.462890625,,,,3.5703125,3.484375,,,,,,,,,,,,3.40625,,,3.1015625,,,,,,,,,,,,,,,,,,,,,3.126953125,3.701171875,,,2.904296875,,,,,,3.6640625,,,,,,,,,,,3.46875,,3.46875,3.83984375,,,3.2265625,,3.80859375,,,,,,,,,,,,3.056640625,3.80859375,,,,,,,3.435546875,,,3.501953125,,,,,,3.337890625,3.197265625,,3.8828125,,,3.53515625,,,,,,,,,,3.05859375,,,,,,,3.453125,,3.134765625,,,,3.41015625,,,,,3.599609375,,,,,,,,,,,,,,,,,,,,,,,,,2.998046875,,,,3.150390625,,,,3.375,,2.76171875,,,,,3.234375,,,,,,,,,3.443359375,,,,,,,,3.54296875,,,,,,,3.693359375,,3.013671875,3.53125,,3.13671875,3.2890625,,,,,,3.630859375,,,,,,,,3.240234375,,,,,3.328125,3.517578125,,,,,3.439453125,2.86328125,,,,,3.72265625,3.783203125,,,,3.248046875,,,3.697265625,,3.40234375,,,3.525390625,,,,,,4.03125,,,,,,,,,,3.5390625,,,,,,,,,3.359375,,,,3.515625,,,,,,,,,,,,,,,
gsdme,,,,,,,,4.41796875,4.72265625,4.35546875,4.40234375,,,,,,4.6875,4.52734375,3.78515625,,,4.3984375,,,,,,,,,,,,4.04296875,,,,,,,,,,4.76171875,,,,,,,,,4.26953125,,,,,4.62109375,,,,,4.75390625,4.51953125,,,,,,,,,,,,,,,,,,,,3.83203125,,,,4.3046875,,,,,4.21484375,,,,,,,,,,4.0078125,,,,,,,,,4.33984375,,,,,,,,,,,,,,3.837890625,,,,,4.08984375,,4.3984375,,,,,,,,,,4.2890625,,,,,4.23828125,,,,,4.31640625,,,,,,,,,,,,,,,,,,,4.39453125,,4.3125,,,3.779296875,,,,,3.912109375,3.921875,4.4375,,4.19921875,4.76953125,4.0078125,,,,,,,,,,,,,4.5859375,,,,,,,,,,,4.83984375,,,,,,,,,4.39453125,,,,,,,,,,,,,,,3.4296875,,,,,,,,,4.4765625,,,,,,,,4.25,,4.47265625,,,,,4.0078125,,4.66796875,,,3.80078125,4.23828125,,,3.5,4.7890625,,,,4.87109375,4.44921875,4.0859375,,,,,,,,,,,,,4.21484375,,,,,,,,,3.927734375,,,4.734375,,4.53125,,,4.01953125,,,,,,,,,,,,,,,4.5,4.01953125,,,,,,,,4.3203125,,,,,,,,,,4.33203125,,4.55859375,,,4.16796875,3.501953125,4.3515625,,,4.46484375,,,,,,4.39453125,,,4.33984375,,4.31640625,,,,,,,3.87890625,,4.07421875,,3.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06640625,,4.03125,4.5078125,,4.140625,,,,,,,,,,,4.3984375,,3.96484375,4.39453125,
gskip,,,,,2.458984375,,,2.87890625,,,,,2.84375,,,2.552734375,,,,,,,,,,2.6484375,,,,2.697265625,,2.546875,,,,2.6640625,,,,,,,,,,,,,,,2.720703125,,,,,,2.44921875,2.630859375,2.61328125,,,,,,,,2.349609375,,,2.701171875,,,,2.5390625,,,2.78125,,,,,,,,2.91796875,,,2.66015625,,,2.708984375,,,,,2.736328125,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,2.646484375,,,2.630859375,,,3.091796875,,,,,,2.37890625,,,,,,,,,,,,2.716796875,,,,,2.521484375,,,,2.8671875,,,2.763671875,,,,2.51953125,,,,,,,,,,,2.923828125,,,,,,2.640625,,2.478515625,2.697265625,,,,2.70703125,,,,,2.642578125,,,,2.712890625,,,,,,2.560546875,2.7421875,,,,,,,,2.55078125,,,,,,,,,,,,,2.693359375,,,,,,,,,,,,2.552734375,2.810546875,2.80078125,,,,,,,,,,,,,,,,2.53125,,2.95703125,,2.48828125,2.689453125,,,,,,,,,,2.595703125,2.787109375,,,,,,,,,,,,,,,2.669921875,,,2.48046875,,2.630859375,,2.5625,,,,2.859375,2.8046875,,,,,2.908203125,,2.626953125,,,,,,,,,,,2.724609375,,,,,,,,,,,,,,,2.75,,,,,2.73828125,,,,,,,2.76171875,,,,,,,2.685546875,,,,,,,,,,2.857421875,,,,,,2.564453125,,,,,,,2.46484375,2.6875,,,3.025390625,,,,,,3.18359375,,,,,,,,,,2.888671875,,,2.830078125,,2.8125,,,2.7109375,,,,,,,2.34765625,,,,,2.62109375,2.595703125,,,,,2.888671875
gss,,,,3.169921875,,,,,,,,,3.203125,,,,,,,2.994140625,,,,,,,,,,,,,,,,3.150390625,,,,,,,3.25390625,,3.083984375,,,,,,,,,,,3.12890625,,2.9921875,,,,,,,,,,,,,,,3.11328125,,,,,3.36328125,3.265625,,,,,,,3.33984375,,,,,,,,,,,,,3.099609375,,,,,,3.109375,,,,,3.24609375,,,,,,,,,,,,,,,,,3.212890625,,,,3.2734375,,,,3.041015625,,,,,,,3.140625,,,3.328125,,3.015625,,,,,3.130859375,,,3.25390625,,,3.044921875,,,,,,,3.1640625,,,,3.228515625,3.232421875,,,,,3.23828125,,,,,,,3.150390625,,,3.08984375,3.197265625,,3.388671875,,,,,3.091796875,,3.212890625,,,,,3.158203125,,,,,,,,,,,,,3.087890625,,,,,,,,,,3.134765625,3.12890625,,3.0546875,,,,,2.986328125,,,,,,,,3.24609375,,,,,,,,,3.115234375,,,,,,,,,3.001953125,,3.16015625,,3.265625,,,,,,,,,3.212890625,2.890625,,2.982421875,,,,,3.1796875,,,,,,,,,3.12890625,,3.123046875,,,,,,3.26953125,,3.251953125,3.189453125,,3.11328125,,,3.16796875,,,,,,,3.162109375,,,,3.384765625,3.158203125,,3.28125,,,,,,,,3.015625,,,,,3.18359375,,,,,,,,3.37890625,,,,,,,,,,,,,,,,,,,,,,3.20703125,,3.142578125,,,3.0625,,,,3.427734375,,,3.203125,,,,,,,3.201171875,3.29296875,,2.94921875,,,,3.130859375,,,,,,,,,,,,,,3.123046875,,,3.201171875,,3.123046875,,,,,,,,,3.314453125,,,,,,,3.08203125
gstcd,2.4609375,,,,,,,,,,,,,,2.2890625,,1.8515625,,,,,,,,,,,,,,,1.6728515625,2.19140625,,2.193359375,,,1.9033203125,,,,,,,,,,,1.9521484375,,,1.9814453125,,,1.9365234375,,,,,1.92578125,2.021484375,1.7275390625,,2.140625,,,2.142578125,,,,,,,,,,,,,2.048828125,2.068359375,,,,,,,,2.138671875,,,,,,2.08203125,,,,,,,,,,,1.7802734375,,1.6201171875,,,,2.302734375,,,,2.494140625,2.0546875,,,,,,,,,,,,,,,2.005859375,2.91015625,,,,,,,,,,,,2.23046875,1.6259765625,2.080078125,2.28125,,,,,1.87109375,,,2.0625,,,,,1.8876953125,1.9521484375,,1.9677734375,,,,,,,1.5703125,,,,,,,,,,,,,,,,,,,,,,,,2.56640625,,,1.9990234375,,,,2.20703125,2.283203125,,,,,,,,,,,,,,,,,,1.7568359375,,,2.107421875,,,,,,2.20703125,,,,2.521484375,2.189453125,1.982421875,,2.01171875,,,,2.142578125,,,,,2.28125,2.146484375,,,,,,,,,,,,,,,,2.232421875,,,,,,,,,1.9404296875,,,,,2.07421875,,,,,,,,,,,2.025390625,,,,2.05078125,,,2.23828125,1.8779296875,,,,,,,,,,,,,,,,,,1.9931640625,,2.302734375,,,,,,,,,,,2.22265625,,,2.0234375,2.15234375,,,,,,1.8505859375,,,,,,,1.75390625,,,,,2.19921875,,,,,,,2.10546875,1.9521484375,,2.216796875,1.87109375,,,,,1.99609375,,,,,,,,,,,,,,,,2.068359375,2.20703125,1.8544921875,,,,,,,,2.05078125,,,,,,,,,1.9853515625,,,,,2.025390625,,,,,,,,,,1.984375,,,,,
gstm1,,,,,,,,,,,,,3.8515625,,,1.1572265625,0.76416015625,,,,,,,,,1.328125,,2.34375,,,,,,,,,,,3.986328125,,,,,,,3.53515625,1.5166015625,,,,,,,,,,,4.5078125,,,,,,,,,,,,2.5390625,4.28125,,,,,,,,,,3.68359375,,,,,,,4.453125,,,,4.171875,4.2890625,0.36767578125,,,,,,,1.9091796875,3.93359375,,,3.830078125,,,,,,,-0.225341796875,,,,,,0.99853515625,,,,,,,,,,,,,3.462890625,,0.9033203125,,,,,,,,1.94140625,,,,,,,,,1.9775390625,,,,,,,0.1749267578125,,,,,,4.2578125,,,,,,3.623046875,,1.3271484375,,3.603515625,,3.73828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12109375,,,,,,1.181640625,,,,,,,,,,,,,,,3.34375,,,,,,,,,,,,3.61328125,,,0.80126953125,-0.257568359375,,1.318359375,,,,,-0.02496337890625,,-0.07977294921875,,,,,3.041015625,,4.12109375,,,,,,,,,3.623046875,,,,2.740234375,,2.982421875,,,0.9638671875,,,3.96484375,,,3.62109375,,,3.837890625,,,,3.458984375,,,3.98046875,,,,,,,,,,,3.9453125,,,,,,-0.256103515625,,,,,,,4.19140625,,,,,,2.916015625,,3.43359375,,,,,,,0.289794921875,3.384765625,0.1988525390625,,,,,,,,,,,,,,0.7763671875,,,,,,,,,0.896484375,3.912109375,,,,,,,,,,,3.521484375,,,,0.276611328125,3.818359375,,,3.880859375,3.6328125,,,,,,-0.307373046875,,,,,,,1.7431640625,,,,,,1.4404296875,,3.5625,3.296875,,,,3.486328125,,0.91943359375,,,,,,,,,,3.51953125,1.9560546875,,3.416015625,,,,
